,account_number,name,item_code,category,quantity,unit price,net_price,date
248,659366,Waelchi-Fahey,LW-86841,Shoes,16,38.75,620.0,2014-03-20 05:48:40
249,929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,13,53.39,694.07,2014-02-26 15:03:04
250,676847,Hamill-Hackett,KV-99194,Shirt,1,55.51,55.51,2014-07-15 17:41:23
251,305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,7,16.0,112.0,2014-05-05 21:05:51
252,850140,Kunze Inc,AS-93055,Shirt,20,63.75,1275.0,2014-02-09 10:28:34
253,201259,Koelpin PLC,GS-86623,Shoes,15,66.78,1001.7,2014-04-29 20:36:59
254,93356,Waters-Walker,VG-32047,Shirt,2,75.16,150.32,2013-11-26 12:30:16
255,98022,Heidenreich-Bosco,MJ-21460,Shoes,14,34.8,487.2,2014-03-08 06:35:20
256,296809,Carroll PLC,QN-82852,Belt,14,14.82,207.48,2014-04-06 19:17:38
257,676847,Hamill-Hackett,VG-32047,Shirt,4,88.99,355.96,2013-12-16 01:09:18
258,711951,Kilback-Gerlach,LW-86841,Shoes,13,71.43,928.59,2014-04-26 03:39:28
259,304860,Huel-Haag,LL-46261,Shoes,6,23.37,140.22,2013-10-22 22:50:47
260,711951,Kilback-Gerlach,LL-46261,Shoes,19,30.06,571.14,2014-06-28 01:20:04
261,555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,2,74.42,148.84,2013-12-09 09:10:44
262,659366,Waelchi-Fahey,QN-82852,Belt,4,38.69,154.76,2014-02-14 02:42:30
263,201259,Koelpin PLC,AS-93055,Shirt,3,16.22,48.66,2014-07-11 08:17:44
264,296809,Carroll PLC,VG-32047,Shirt,15,63.45,951.75,2014-10-12 09:08:07
265,563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,19,78.34,1488.46,2014-09-28 19:20:15
266,299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,9,79.63,716.67,2014-02-16 01:11:09
267,750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,3,96.59,289.77,2014-01-11 05:10:44
268,524021,Hegmann and Sons,WJ-02096,Belt,20,66.27,1325.4,2014-10-05 01:36:59
269,115138,Gorczany-Hahn,AS-93055,Shirt,8,16.11,128.88,2014-08-06 01:09:28
270,850140,Kunze Inc,FK-71853,Shirt,7,76.23,533.61,2013-11-06 02:36:22
271,524021,Hegmann and Sons,LL-46261,Shoes,15,20.61,309.15,2014-05-26 03:15:30
272,995267,Cole-Eichmann,GS-86623,Shoes,6,55.05,330.3,2013-12-27 08:33:09
273,299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,9,60.33,542.97,2014-09-16 13:47:08
274,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,12,96.02,1152.24,2014-04-06 03:35:41
275,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,94.05,1504.8,2014-03-13 22:14:32
276,734922,Berge LLC,MJ-21460,Shoes,19,88.62,1683.78,2014-01-29 06:44:37
277,850140,Kunze Inc,FK-71853,Shirt,6,38.76,232.56,2014-09-18 05:56:57
278,995267,Cole-Eichmann,QN-82852,Belt,10,12.35,123.5,2014-07-05 01:51:03
279,299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,3,30.77,92.31,2014-03-01 02:12:31
280,659366,Waelchi-Fahey,FK-71853,Shirt,14,23.86,334.04,2014-09-30 12:37:58
281,659366,Waelchi-Fahey,WJ-02096,Belt,3,72.43,217.29,2014-10-03 23:46:12
282,296809,Carroll PLC,VG-32047,Shirt,10,91.46,914.6,2013-11-24 08:11:02
283,850140,Kunze Inc,QN-82852,Belt,19,75.7,1438.3,2014-02-15 14:11:02
284,563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,9,95.53,859.77,2014-03-18 14:35:55
285,305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,15,67.57,1013.55,2014-08-02 12:03:04
286,93356,Waters-Walker,GS-86623,Shoes,3,99.42,298.26,2014-01-27 11:30:33
287,304860,Huel-Haag,MJ-21460,Shoes,9,75.62,680.58,2013-12-18 14:27:30
288,305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,9,84.1,756.9,2014-10-06 21:13:27
289,93356,Waters-Walker,LL-46261,Shoes,11,78.54,863.94,2013-12-28 22:14:49
290,758133,"Kihn, McClure and Denesik",VG-32047,Shirt,3,67.37,202.11,2014-09-01 18:40:25
291,563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,15,42.96,644.4,2014-04-06 13:20:57
292,734922,Berge LLC,LL-46261,Shoes,2,62.32,124.64,2014-03-12 11:38:47
293,711951,Kilback-Gerlach,AS-93055,Shirt,7,82.95,580.65,2014-08-05 11:34:16
294,201259,Koelpin PLC,WJ-02096,Belt,14,40.79,571.06,2014-01-16 02:43:35
295,304860,Huel-Haag,QN-82852,Belt,7,38.58,270.06,2014-08-29 23:41:16
296,676847,Hamill-Hackett,FK-71853,Shirt,1,99.97,99.97,2014-05-10 12:10:10
297,711951,Kilback-Gerlach,GS-86623,Shoes,11,96.66,1063.26,2014-02-13 11:43:17
298,563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,17,75.69,1286.73,2013-11-25 02:35:28
299,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,42.02,756.36,2014-03-19 23:24:01
300,115138,Gorczany-Hahn,WJ-02096,Belt,12,80.25,963.0,2013-11-06 05:25:34
301,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,4,70.28,281.12,2014-01-25 23:43:12
302,305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.4,2014-09-20 17:40:46
303,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,2013-11-23 17:48:24
304,296809,Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,2014-09-11 02:20:46
305,850140,Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,2014-05-31 04:28:20
306,850140,Kunze Inc,KV-99194,Shirt,20,74.34,1486.8,2014-01-27 19:42:12
307,305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,2014-05-11 06:38:13
308,850140,Kunze Inc,AS-93055,Shirt,14,77.4,1083.6,2014-08-16 21:03:22
309,734922,Berge LLC,LL-46261,Shoes,15,58.85,882.75,2014-08-22 04:35:06
310,305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,2014-02-25 11:20:59
311,201259,Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,2014-01-24 10:23:39
312,93356,Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,2014-06-12 00:58:43
313,299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,2013-12-03 14:12:26
314,563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,2014-10-20 05:47:49
315,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,2013-11-30 16:47:24
316,299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,2014-06-14 17:54:02
317,734922,Berge LLC,LW-86841,Shoes,15,46.94,704.1,2014-05-23 13:09:21
318,711951,Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,2013-12-08 14:04:38
319,734922,Berge LLC,VG-32047,Shirt,2,33.92,67.84,2014-06-27 15:53:05
320,299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,2013-12-01 05:10:26
321,201259,Koelpin PLC,QN-82852,Belt,2,25.42,50.84,2014-03-21 17:57:32
322,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,2014-04-07 08:54:29
323,304860,Huel-Haag,KV-99194,Shirt,15,50.2,753.0,2013-12-29 14:24:05
324,305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,2014-05-20 15:22:35
325,201259,Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.4,2013-12-28 16:19:22
326,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,2014-01-30 10:21:27
327,524021,Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,2013-12-30 14:16:13
328,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,2014-04-26 22:58:25
329,734922,Berge LLC,KV-99194,Shirt,7,46.71,326.97,2014-06-15 15:52:58
330,659366,Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,2013-11-17 15:36:57
331,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,2014-01-11 12:21:50
332,711951,Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,2014-01-14 18:43:44
333,734922,Berge LLC,MJ-21460,Shoes,15,77.1,1156.5,2013-12-07 11:53:40
334,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,2013-11-13 02:00:22
335,201259,Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,2014-05-04 10:45:11
336,850140,Kunze Inc,GS-86623,Shoes,14,13.93,195.02,2014-01-23 17:49:03
337,555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,2014-10-17 03:56:02
338,201259,Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,2014-10-22 07:16:46
339,296809,Carroll PLC,GS-86623,Shoes,5,41.58,207.9,2014-03-29 08:13:19
340,734922,Berge LLC,QN-82852,Belt,12,89.48,1073.76,2014-05-23 06:43:54
341,850140,Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,2014-01-16 20:23:03
342,304860,Huel-Haag,WJ-02096,Belt,1,23.12,23.12,2014-10-17 20:09:53
343,659366,Waelchi-Fahey,MJ-21460,Shoes,14,53.6,750.4,2014-09-14 11:01:14
344,750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,2014-09-19 21:41:12
345,201259,Koelpin PLC,MJ-21460,Shoes,5,33.2,166.0,2014-09-04 23:45:59
346,563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.8,2014-06-01 20:29:08
347,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.6,136.8,2013-12-21 04:01:40
348,750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.7,1452.6,2014-05-09 23:51:49
349,734922,Berge LLC,MJ-21460,Shoes,4,15.22,60.88,2013-11-15 07:17:16
350,734922,Berge LLC,LL-46261,Shoes,13,53.11,690.43,2014-08-29 16:34:09
351,115138,Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,2014-01-30 17:16:08
352,676847,Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,2014-09-06 20:28:27
353,98022,Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,2014-03-19 02:46:57
354,524021,Hegmann and Sons,FK-71853,Shirt,7,33.0,231.0,2014-02-04 19:29:41
355,995267,Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,2014-08-11 23:29:08
356,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.1,721.0,2014-07-19 16:40:01
357,524021,Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,2014-06-18 06:31:15
358,750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,2014-06-13 21:32:57
359,93356,Waters-Walker,FK-71853,Shirt,17,58.55,995.35,2014-05-04 23:02:26
360,299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,2014-05-15 19:28:27
361,305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,2013-11-30 17:23:21
362,201259,Koelpin PLC,QN-82852,Belt,8,69.58,556.64,2014-04-03 01:34:49
363,676847,Hamill-Hackett,LW-86841,Shoes,10,67.36,673.6,2014-07-15 04:34:11
364,299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,2014-01-09 17:51:49
365,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,2014-09-26 10:54:06
366,995267,Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,2014-09-23 05:58:41
367,563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,2014-09-25 14:09:16
368,563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.4,2014-07-01 22:14:25
369,734922,Berge LLC,VG-32047,Shirt,4,96.25,385.0,2014-07-09 19:18:49
370,98022,Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,2013-11-17 00:18:08
371,711951,Kilback-Gerlach,QN-82852,Belt,19,33.1,628.9,2014-03-04 07:23:35
372,296809,Carroll PLC,WJ-02096,Belt,15,38.73,580.95,2014-02-03 03:57:26
373,929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.1,732.7,2014-08-19 11:22:06
374,296809,Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,2014-03-18 23:14:03
375,524021,Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,2014-01-18 22:40:14
376,201259,Koelpin PLC,QN-82852,Belt,3,64.13,192.39,2014-08-07 15:28:03
377,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,2014-08-21 08:07:56
378,676847,Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,2014-09-04 10:46:25
379,305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.4,158.4,2014-09-04 09:18:54
380,850140,Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,2014-08-10 20:15:29
381,676847,Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,2014-01-19 22:01:00
382,115138,Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,2014-07-31 12:28:26
383,98022,Heidenreich-Bosco,VG-32047,Shirt,20,94.0,1880.0,2014-05-31 22:53:56
384,555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,2014-10-10 18:54:24
385,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.5,2014-03-16 21:35:20
386,299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.8,2014-06-08 14:33:12
387,758133,"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,2014-04-23 12:05:25
388,850140,Kunze Inc,VG-32047,Shirt,11,69.2,761.2,2014-03-14 03:16:51
389,555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,2014-10-10 18:02:37
390,995267,Cole-Eichmann,VG-32047,Shirt,4,54.2,216.8,2014-08-28 06:28:19
391,676847,Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,2014-06-09 12:21:47
392,929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,2013-10-25 16:52:01
393,98022,Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,2014-01-21 05:08:12
394,305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,2014-04-11 08:23:07
395,750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.6,1086.8,2014-08-19 20:42:22
396,98022,Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,2014-10-05 08:28:30
397,676847,Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,2014-09-16 05:22:44
398,93356,Waters-Walker,MJ-21460,Shoes,5,54.96,274.8,2013-11-18 19:41:31
399,299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,2014-03-02 21:47:35
400,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,2014-01-15 07:26:27
401,563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,2014-07-03 13:24:21
402,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,2014-09-21 03:36:32
403,524021,Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,2014-07-26 14:07:00
404,711951,Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,2014-07-10 06:12:22
405,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,2014-04-26 11:51:54
406,201259,Koelpin PLC,GS-86623,Shoes,5,23.38,116.9,2014-07-26 09:33:15
407,711951,Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,2014-06-09 20:05:03
408,734922,Berge LLC,WJ-02096,Belt,17,25.26,429.42,2014-06-16 10:03:35
409,850140,Kunze Inc,GS-86623,Shoes,3,46.0,138.0,2013-10-25 11:42:04
410,676847,Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,2013-11-19 02:20:09
411,734922,Berge LLC,VG-32047,Shirt,1,93.1,93.1,2013-12-25 10:00:14
412,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.3,2014-08-20 16:25:05
413,305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,2014-10-21 05:51:47
414,676847,Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,2014-09-24 02:05:24
415,711951,Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,2014-08-22 13:18:26
416,676847,Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,2014-02-15 06:51:00
417,299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,2014-02-20 05:55:31
418,296809,Carroll PLC,VG-32047,Shirt,9,67.68,609.12,2014-05-22 05:51:16
419,299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,2013-11-14 11:33:02
420,659366,Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.3,2013-11-24 23:33:56
421,659366,Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,2014-02-18 02:07:31
422,305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,2013-12-21 16:04:44
423,115138,Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,2014-02-01 01:28:20
424,305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,2014-08-30 03:56:20
425,305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.3,341.2,2014-10-17 13:18:21
426,304860,Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,2014-02-06 19:14:35
427,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,2014-09-30 09:16:18
428,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,2014-04-22 14:36:05
429,93356,Waters-Walker,LW-86841,Shoes,16,16.59,265.44,2014-09-07 02:26:24
430,115138,Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,2014-08-15 13:23:42
431,929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.4,34.4,2014-05-19 20:50:19
432,93356,Waters-Walker,VG-32047,Shirt,13,45.97,597.61,2014-07-05 08:56:46
433,296809,Carroll PLC,LL-46261,Shoes,10,37.4,374.0,2014-05-05 05:17:28
434,750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,2013-12-23 21:32:05
435,995267,Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,2014-08-06 01:25:27
436,734922,Berge LLC,GS-86623,Shoes,9,30.49,274.41,2014-03-02 13:04:07
437,758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,2014-02-01 21:38:06
438,659366,Waelchi-Fahey,GS-86623,Shoes,1,38.2,38.2,2013-11-23 15:45:41
439,850140,Kunze Inc,QN-82852,Belt,8,72.29,578.32,2014-02-15 21:05:44
440,850140,Kunze Inc,MJ-21460,Shoes,20,61.03,1220.6,2013-12-23 23:07:45
441,299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,2014-10-18 18:07:37
442,929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.1,2014-05-07 20:02:28
443,676847,Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,2014-10-16 12:50:55
444,304860,Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,2014-09-13 02:51:49
445,296809,Carroll PLC,KV-99194,Shirt,16,50.36,805.76,2014-01-03 07:56:48
446,305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,2014-02-20 20:48:46
447,758133,"Kihn, McClure and Denesik",KV-99194,Shirt,16,65.0,1040.0,2014-05-14 17:57:45
448,305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,2014-04-09 15:32:28
449,676847,Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,2014-02-16 04:42:01
450,995267,Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,2014-03-21 08:21:18
451,201259,Koelpin PLC,QN-82852,Belt,12,41.57,498.84,2014-05-22 08:56:14
452,659366,Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,2013-12-04 04:11:33
453,524021,Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.2,2014-03-06 22:55:08
454,115138,Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,2013-12-05 07:33:43
455,750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.1,1662.0,2014-09-14 18:26:11
456,555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.1,2014-03-13 00:31:33
457,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.1,1182.0,2014-10-02 05:30:08
458,563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.7,485.6,2014-04-01 13:03:54
459,659366,Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,2013-11-05 05:06:14
460,734922,Berge LLC,QN-82852,Belt,17,76.13,1294.21,2013-11-25 14:33:27
461,201259,Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,2014-08-24 20:22:11
462,659366,Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,2014-09-13 15:23:40
463,296809,Carroll PLC,VG-32047,Shirt,5,10.81,54.05,2014-08-28 00:56:58
464,115138,Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,2014-01-10 05:09:07
465,115138,Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,2014-09-17 06:25:26
466,305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.1,2014-01-08 02:36:38
467,750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,2014-06-02 19:58:55
468,711951,Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,2014-09-06 01:57:32
469,304860,Huel-Haag,AS-93055,Shirt,11,79.58,875.38,2013-11-21 04:46:33
470,734922,Berge LLC,FK-71853,Shirt,7,58.95,412.65,2014-03-14 04:16:55
471,850140,Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,2013-12-18 17:23:54
472,995267,Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,2013-11-14 11:15:21
473,98022,Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,2014-01-03 12:09:44
474,929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,2014-01-01 00:15:37
475,524021,Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,2014-01-21 14:40:49
476,524021,Hegmann and Sons,LW-86841,Shoes,11,89.8,987.8,2014-03-14 06:17:28
477,734922,Berge LLC,FK-71853,Shirt,4,63.74,254.96,2014-08-31 19:57:31
478,296809,Carroll PLC,KV-99194,Shirt,9,36.35,327.15,2014-01-17 22:03:57
479,299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,2013-12-27 08:36:12
480,296809,Carroll PLC,FK-71853,Shirt,4,12.28,49.12,2014-04-03 06:43:35
481,659366,Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.2,2014-09-05 03:46:20
482,563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,2014-08-02 00:25:56
483,305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,2013-11-19 07:26:52
484,299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,2014-08-30 04:09:41
485,563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,2014-10-13 02:27:35
486,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,2013-11-14 18:25:50
487,524021,Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,2013-12-16 09:59:38
488,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,2014-04-25 15:37:03
489,524021,Hegmann and Sons,AS-93055,Shirt,10,73.82,738.2,2014-10-22 04:43:23
490,850140,Kunze Inc,QN-82852,Belt,15,11.74,176.1,2014-01-09 04:36:36
491,524021,Hegmann and Sons,LL-46261,Shoes,5,83.98,419.9,2014-05-24 20:18:52
492,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.4,380.4,2013-12-09 19:01:44
493,758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,2014-10-05 18:13:24
494,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,2014-05-09 11:00:05
495,296809,Carroll PLC,WJ-02096,Belt,9,61.39,552.51,2014-07-15 13:04:50
496,750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96.0,1440.0,2014-10-21 15:04:18
