,account_number,name,item_code,category,quantity,unit price,net_price,date
497,929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,2014-07-26 07:44:53
498,305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,2014-05-24 05:33:35
499,659366,Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,2014-01-13 12:18:04
500,995267,Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,2014-06-17 22:27:38
501,929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,2014-04-03 19:08:57
502,98022,Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,2014-08-25 17:52:34
503,305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,2014-07-09 13:58:55
504,850140,Kunze Inc,AS-93055,Shirt,3,68.9,206.7,2014-09-13 01:40:40
505,995267,Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,2014-05-23 15:58:55
506,93356,Waters-Walker,KV-99194,Shirt,11,83.22,915.42,2014-01-03 19:04:02
507,750461,"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,2014-02-08 14:06:56
508,659366,Waelchi-Fahey,QN-82852,Belt,7,41.7,291.9,2014-01-14 22:56:55
509,524021,Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.2,2014-02-11 11:05:35
510,201259,Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,2014-09-12 06:29:42
511,115138,Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,2014-03-06 19:04:47
512,995267,Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,2014-02-28 06:46:39
513,711951,Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,2014-05-28 10:39:07
514,929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,2014-01-10 01:35:58
515,995267,Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,2014-01-27 15:50:35
516,750461,"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,2014-03-14 17:54:57
517,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,2014-03-25 15:08:27
518,850140,Kunze Inc,QN-82852,Belt,10,45.33,453.3,2013-10-23 00:45:16
519,296809,Carroll PLC,VG-32047,Shirt,18,30.34,546.12,2014-06-21 11:50:51
520,995267,Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,2014-04-11 23:10:59
521,929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,2014-04-15 00:55:47
522,929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.2,2013-11-20 17:39:53
523,563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.1,2014-02-21 00:43:26
524,850140,Kunze Inc,VG-32047,Shirt,13,28.29,367.77,2014-05-14 11:34:59
525,750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,2014-04-13 10:46:26
526,304860,Huel-Haag,KV-99194,Shirt,7,32.91,230.37,2014-03-21 02:07:18
527,201259,Koelpin PLC,WJ-02096,Belt,10,31.82,318.2,2014-05-10 12:48:18
528,676847,Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,2014-03-22 00:45:00
529,676847,Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,2014-04-30 13:50:54
530,995267,Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,2013-12-31 09:37:47
531,93356,Waters-Walker,KV-99194,Shirt,19,47.53,903.07,2014-03-10 16:34:16
532,929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,2013-12-03 12:28:55
533,711951,Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.4,2014-10-06 23:33:32
534,734922,Berge LLC,FK-71853,Shirt,17,49.12,835.04,2014-02-24 20:49:28
535,676847,Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,2014-02-04 19:46:55
536,305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.7,932.1,2014-07-08 01:00:22
537,305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,2013-11-12 01:13:29
538,304860,Huel-Haag,WJ-02096,Belt,20,58.52,1170.4,2013-11-21 18:37:52
539,299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,2013-12-12 00:31:40
540,98022,Heidenreich-Bosco,GS-86623,Shoes,6,81.7,490.2,2014-10-04 16:06:25
541,929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,2014-08-11 16:47:07
542,299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,2014-01-28 18:58:01
543,305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.8,2013-10-29 17:00:22
544,929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,2014-02-22 00:09:48
545,524021,Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,2013-10-22 13:54:50
546,299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,2013-11-10 06:24:28
547,929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,2014-06-02 14:24:05
548,995267,Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,2014-08-15 04:36:37
549,93356,Waters-Walker,KV-99194,Shirt,7,59.5,416.5,2014-04-29 12:04:58
550,659366,Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,2013-12-13 15:04:13
551,201259,Koelpin PLC,MJ-21460,Shoes,5,61.76,308.8,2013-10-30 04:16:24
552,750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,2014-08-25 05:45:04
553,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,2014-01-21 12:40:40
554,296809,Carroll PLC,WJ-02096,Belt,8,55.69,445.52,2014-01-02 21:35:10
555,304860,Huel-Haag,AS-93055,Shirt,13,72.75,945.75,2013-11-02 06:09:13
556,304860,Huel-Haag,GS-86623,Shoes,20,71.91,1438.2,2014-02-14 02:11:56
557,758133,"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,2014-05-28 00:51:31
558,296809,Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,2014-08-01 13:54:15
559,850140,Kunze Inc,FK-71853,Shirt,8,44.56,356.48,2014-10-01 13:21:06
560,711951,Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,2014-05-13 03:41:20
561,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,2014-10-12 12:33:27
562,563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.3,2013-12-29 06:05:11
563,758133,"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,2014-06-15 23:49:22
564,93356,Waters-Walker,GS-86623,Shoes,13,52.61,683.93,2014-01-31 10:14:51
565,711951,Kilback-Gerlach,MJ-21460,Shoes,4,90.75,363.0,2013-10-27 22:03:05
566,659366,Waelchi-Fahey,MJ-21460,Shoes,3,50.33,150.99,2014-02-25 05:11:55
567,98022,Heidenreich-Bosco,VG-32047,Shirt,6,96.02,576.12,2013-12-25 18:02:41
568,201259,Koelpin PLC,KV-99194,Shirt,14,66.37,929.18,2013-11-05 13:34:42
569,676847,Hamill-Hackett,LL-46261,Shoes,3,59.85,179.55,2013-10-26 04:33:08
570,524021,Hegmann and Sons,FK-71853,Shirt,2,66.63,133.26,2013-12-07 04:15:11
571,734922,Berge LLC,AS-93055,Shirt,8,94.37,754.96,2013-12-31 01:14:11
572,734922,Berge LLC,MJ-21460,Shoes,2,37.1,74.2,2014-10-04 18:30:12
573,659366,Waelchi-Fahey,QN-82852,Belt,1,78.95,78.95,2014-09-01 04:34:57
574,659366,Waelchi-Fahey,FK-71853,Shirt,7,76.57,535.99,2014-09-01 21:04:49
575,201259,Koelpin PLC,AS-93055,Shirt,10,43.97,439.7,2014-10-03 17:04:10
576,676847,Hamill-Hackett,VG-32047,Shirt,6,59.0,354.0,2014-08-26 02:03:17
577,850140,Kunze Inc,GS-86623,Shoes,4,17.63,70.52,2013-11-06 15:35:14
578,555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,12,40.03,480.36,2014-09-18 02:54:50
579,115138,Gorczany-Hahn,VG-32047,Shirt,1,61.73,61.73,2013-12-19 05:37:56
580,563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,9,38.76,348.84,2013-11-18 18:59:05
581,750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,15,35.73,535.95,2014-07-29 13:03:54
582,299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,7,80.19,561.33,2014-05-22 07:55:43
583,929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,12.35,172.9,2014-02-28 10:45:43
584,98022,Heidenreich-Bosco,QN-82852,Belt,20,38.39,767.8,2013-11-18 22:22:57
585,734922,Berge LLC,QN-82852,Belt,11,60.05,660.55,2014-09-28 12:19:39
586,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,15,17.57,263.55,2014-03-09 21:17:26
587,659366,Waelchi-Fahey,GS-86623,Shoes,9,43.69,393.21,2014-03-12 02:19:35
588,676847,Hamill-Hackett,GS-86623,Shoes,18,69.13,1244.34,2014-02-11 23:45:29
589,304860,Huel-Haag,QN-82852,Belt,3,94.18,282.54,2014-09-09 20:05:35
590,524021,Hegmann and Sons,VG-32047,Shirt,17,80.42,1367.14,2014-05-13 03:46:45
591,850140,Kunze Inc,AS-93055,Shirt,13,31.53,409.89,2014-06-12 12:09:39
592,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,6,18.33,109.98,2014-01-16 01:38:16
593,850140,Kunze Inc,KV-99194,Shirt,1,73.79,73.79,2013-11-07 19:52:06
594,296809,Carroll PLC,LW-86841,Shoes,3,10.67,32.01,2014-05-30 21:32:51
595,93356,Waters-Walker,GS-86623,Shoes,19,53.33,1013.27,2014-05-31 08:48:28
596,296809,Carroll PLC,AS-93055,Shirt,18,55.23,994.14,2013-12-02 17:42:51
597,296809,Carroll PLC,WJ-02096,Belt,7,77.91,545.37,2014-10-17 14:13:45
598,995267,Cole-Eichmann,VG-32047,Shirt,20,28.81,576.2,2014-03-19 16:59:03
599,299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,16,31.86,509.76,2014-09-04 05:27:45
600,296809,Carroll PLC,GS-86623,Shoes,8,28.32,226.56,2014-10-01 04:15:37
601,659366,Waelchi-Fahey,GS-86623,Shoes,2,88.57,177.14,2014-06-16 02:35:22
602,524021,Hegmann and Sons,VG-32047,Shirt,11,52.58,578.38,2014-01-22 08:06:36
603,201259,Koelpin PLC,WJ-02096,Belt,14,20.87,292.18,2014-02-09 05:27:27
604,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,54.95,384.65,2013-12-31 04:32:30
605,734922,Berge LLC,AS-93055,Shirt,11,36.86,405.46,2014-01-01 08:13:10
606,995267,Cole-Eichmann,KV-99194,Shirt,5,52.07,260.35,2014-09-17 06:06:34
607,750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,71.71,1362.49,2013-12-29 04:27:13
608,750461,"Volkman, Goyette and Lemke",KV-99194,Shirt,3,71.09,213.27,2013-11-16 02:18:39
609,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,7,60.04,420.28,2013-12-14 15:26:14
610,711951,Kilback-Gerlach,KV-99194,Shirt,5,55.82,279.1,2014-05-24 05:01:20
611,734922,Berge LLC,KV-99194,Shirt,16,24.13,386.08,2013-12-20 01:56:23
612,93356,Waters-Walker,WJ-02096,Belt,20,62.39,1247.8,2014-04-19 16:00:54
613,201259,Koelpin PLC,FK-71853,Shirt,2,83.01,166.02,2014-01-05 22:32:10
614,555594,"Ernser, Cruickshank and Lind",GS-86623,Shoes,2,58.61,117.22,2014-04-25 18:15:52
615,524021,Hegmann and Sons,LW-86841,Shoes,15,98.54,1478.1,2014-09-04 06:01:32
616,659366,Waelchi-Fahey,WJ-02096,Belt,15,20.03,300.45,2014-09-06 09:47:38
617,93356,Waters-Walker,VG-32047,Shirt,17,71.32,1212.44,2014-09-16 10:45:19
618,711951,Kilback-Gerlach,VG-32047,Shirt,10,55.04,550.4,2014-08-19 17:39:10
619,93356,Waters-Walker,QN-82852,Belt,19,95.37,1812.03,2014-05-20 09:39:21
620,750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,16,19.83,317.28,2014-09-03 12:10:24
621,995267,Cole-Eichmann,WJ-02096,Belt,5,50.88,254.4,2014-02-15 03:16:45
622,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,17,36.81,625.77,2013-12-05 23:10:45
623,524021,Hegmann and Sons,VG-32047,Shirt,4,42.78,171.12,2014-03-07 04:28:42
624,995267,Cole-Eichmann,VG-32047,Shirt,6,87.35,524.1,2013-12-12 21:41:39
625,299771,"Kuphal, Zieme and Kub",QN-82852,Belt,10,59.42,594.2,2014-06-11 12:10:16
626,750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,3,30.8,92.4,2014-01-29 11:47:43
627,734922,Berge LLC,MJ-21460,Shoes,14,74.75,1046.5,2014-02-06 23:35:03
628,201259,Koelpin PLC,LW-86841,Shoes,12,73.7,884.4,2014-03-12 01:27:20
629,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,10,36.3,363.0,2014-04-14 22:51:06
630,93356,Waters-Walker,GS-86623,Shoes,10,75.72,757.2,2014-01-31 09:09:36
631,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,14,73.07,1022.98,2013-11-29 18:17:10
632,201259,Koelpin PLC,VG-32047,Shirt,19,76.09,1445.71,2014-08-04 04:24:32
633,93356,Waters-Walker,VG-32047,Shirt,13,45.42,590.46,2013-12-29 21:47:14
634,201259,Koelpin PLC,WJ-02096,Belt,10,65.97,659.7,2014-03-19 04:16:23
635,201259,Koelpin PLC,WJ-02096,Belt,2,20.06,40.12,2014-05-31 02:07:45
636,296809,Carroll PLC,GS-86623,Shoes,3,62.25,186.75,2014-03-26 00:33:22
637,659366,Waelchi-Fahey,KV-99194,Shirt,6,86.2,517.2,2013-11-14 19:38:21
638,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,23.97,335.58,2013-12-01 12:17:58
639,115138,Gorczany-Hahn,QN-82852,Belt,10,10.06,100.6,2014-03-08 10:50:44
640,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,7,34.71,242.97,2014-04-29 04:10:38
641,929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,14,31.36,439.04,2014-01-12 16:01:32
642,555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,1,96.74,96.74,2014-04-30 16:25:44
643,524021,Hegmann and Sons,QN-82852,Belt,1,93.93,93.93,2014-03-18 14:44:49
644,676847,Hamill-Hackett,AS-93055,Shirt,9,58.32,524.88,2013-12-16 15:10:41
645,296809,Carroll PLC,LL-46261,Shoes,8,58.48,467.84,2014-05-31 00:30:56
646,758133,"Kihn, McClure and Denesik",WJ-02096,Belt,6,68.7,412.2,2013-12-07 08:40:13
647,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,65.73,262.92,2014-06-04 13:29:57
648,555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,8,60.4,483.2,2013-12-26 04:26:05
649,93356,Waters-Walker,KV-99194,Shirt,20,49.97,999.4,2014-04-28 20:35:33
650,711951,Kilback-Gerlach,KV-99194,Shirt,19,38.38,729.22,2014-05-25 09:18:43
651,734922,Berge LLC,LW-86841,Shoes,11,72.2,794.2,2013-11-13 21:15:53
652,659366,Waelchi-Fahey,KV-99194,Shirt,13,32.24,419.12,2013-12-22 05:25:56
653,750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,8,95.39,763.12,2014-01-12 00:59:09
654,659366,Waelchi-Fahey,WJ-02096,Belt,5,73.03,365.15,2014-01-23 12:48:34
655,296809,Carroll PLC,VG-32047,Shirt,11,33.31,366.41,2014-07-29 15:09:19
656,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,65.52,196.56,2014-04-02 22:23:07
657,304860,Huel-Haag,GS-86623,Shoes,5,45.24,226.2,2013-12-12 03:58:09
658,304860,Huel-Haag,FK-71853,Shirt,20,81.79,1635.8,2014-09-23 04:52:44
659,524021,Hegmann and Sons,AS-93055,Shirt,7,91.68,641.76,2013-11-10 14:15:25
660,299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,16,68.37,1093.92,2014-01-25 17:14:26
661,296809,Carroll PLC,GS-86623,Shoes,20,66.43,1328.6,2013-12-30 09:47:58
662,929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,3,97.08,291.24,2014-01-28 10:18:57
663,659366,Waelchi-Fahey,LW-86841,Shoes,11,99.58,1095.38,2014-08-16 12:51:50
664,850140,Kunze Inc,FK-71853,Shirt,6,63.84,383.04,2014-01-06 17:32:46
665,758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,75.07,825.77,2014-06-23 22:07:37
666,734922,Berge LLC,FK-71853,Shirt,6,17.54,105.24,2014-08-19 04:51:46
667,115138,Gorczany-Hahn,KV-99194,Shirt,19,71.61,1360.59,2014-06-11 12:52:36
668,995267,Cole-Eichmann,QN-82852,Belt,17,92.49,1572.33,2013-12-30 08:52:54
669,995267,Cole-Eichmann,LW-86841,Shoes,1,40.04,40.04,2014-05-04 08:13:07
670,758133,"Kihn, McClure and Denesik",KV-99194,Shirt,6,92.02,552.12,2014-06-20 23:33:17
671,93356,Waters-Walker,KV-99194,Shirt,12,66.41,796.92,2014-04-02 00:13:13
672,995267,Cole-Eichmann,GS-86623,Shoes,13,53.32,693.16,2013-11-09 01:35:47
673,299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,7,48.69,340.83,2014-07-29 18:34:42
674,734922,Berge LLC,WJ-02096,Belt,18,75.81,1364.58,2013-12-08 08:54:42
675,995267,Cole-Eichmann,MJ-21460,Shoes,4,89.88,359.52,2014-06-28 09:15:38
676,524021,Hegmann and Sons,LW-86841,Shoes,10,73.73,737.3,2014-10-08 20:26:26
677,296809,Carroll PLC,AS-93055,Shirt,19,67.1,1274.9,2014-06-20 16:14:34
678,659366,Waelchi-Fahey,WJ-02096,Belt,17,62.47,1061.99,2014-06-16 14:44:12
679,758133,"Kihn, McClure and Denesik",QN-82852,Belt,12,29.83,357.96,2014-01-27 07:20:04
680,758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,24.57,442.26,2014-04-03 13:47:21
681,299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,1,27.41,27.41,2014-08-10 21:23:09
682,98022,Heidenreich-Bosco,GS-86623,Shoes,9,92.9,836.1,2014-05-16 07:08:48
683,93356,Waters-Walker,AS-93055,Shirt,9,95.16,856.44,2013-12-03 07:38:11
684,929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,7,77.52,542.64,2014-08-26 18:28:56
685,711951,Kilback-Gerlach,MJ-21460,Shoes,14,40.64,568.96,2014-10-21 15:55:43
686,995267,Cole-Eichmann,GS-86623,Shoes,5,54.09,270.45,2014-10-19 21:08:59
687,115138,Gorczany-Hahn,FK-71853,Shirt,17,62.6,1064.2,2013-12-15 18:40:06
688,758133,"Kihn, McClure and Denesik",WJ-02096,Belt,18,93.91,1690.38,2014-08-11 18:42:50
689,711951,Kilback-Gerlach,LW-86841,Shoes,11,29.2,321.2,2013-12-26 04:44:50
690,304860,Huel-Haag,AS-93055,Shirt,9,23.99,215.91,2014-08-04 09:20:38
691,929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,16,92.41,1478.56,2014-05-25 15:09:33
692,555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,2,17.89,35.78,2014-08-30 15:52:20
693,676847,Hamill-Hackett,LL-46261,Shoes,19,47.71,906.49,2013-12-16 00:12:31
694,850140,Kunze Inc,WJ-02096,Belt,9,76.78,691.02,2013-12-29 01:08:35
695,750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,18,76.54,1377.72,2014-01-21 02:04:48
696,304860,Huel-Haag,AS-93055,Shirt,5,63.59,317.95,2014-02-08 20:17:34
697,995267,Cole-Eichmann,LL-46261,Shoes,20,53.25,1065.0,2013-12-10 12:10:01
698,201259,Koelpin PLC,LL-46261,Shoes,7,91.2,638.4,2014-02-28 18:14:54
699,296809,Carroll PLC,LW-86841,Shoes,8,95.17,761.36,2014-07-18 09:26:00
700,524021,Hegmann and Sons,WJ-02096,Belt,11,54.79,602.69,2014-05-20 14:10:47
701,201259,Koelpin PLC,LL-46261,Shoes,3,62.68,188.04,2014-01-14 23:34:45
702,676847,Hamill-Hackett,GS-86623,Shoes,10,72.15,721.5,2014-04-07 09:45:23
703,305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,1,78.93,78.93,2014-02-24 00:46:07
704,563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,20,37.75,755.0,2013-12-24 08:34:32
705,563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,6,41.95,251.7,2013-12-09 23:19:11
706,676847,Hamill-Hackett,LW-86841,Shoes,11,91.04,1001.44,2014-05-30 04:37:34
707,201259,Koelpin PLC,MJ-21460,Shoes,18,29.75,535.5,2014-10-10 12:44:46
708,929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,4,46.09,184.36,2014-07-23 09:02:37
709,929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,17,94.19,1601.23,2014-01-17 12:05:59
710,524021,Hegmann and Sons,AS-93055,Shirt,9,76.23,686.07,2014-03-22 11:25:47
711,296809,Carroll PLC,LL-46261,Shoes,12,39.49,473.88,2014-05-22 17:50:01
712,734922,Berge LLC,KV-99194,Shirt,6,88.31,529.86,2013-12-23 16:08:03
713,734922,Berge LLC,VG-32047,Shirt,11,58.29,641.19,2014-04-23 09:49:39
714,850140,Kunze Inc,KV-99194,Shirt,17,80.5,1368.5,2014-08-21 15:51:34
715,659366,Waelchi-Fahey,VG-32047,Shirt,4,40.8,163.2,2014-04-26 23:38:33
716,524021,Hegmann and Sons,AS-93055,Shirt,7,73.69,515.83,2014-09-11 02:00:52
717,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,3,63.58,190.74,2014-04-20 20:45:20
718,563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,1,65.61,65.61,2013-10-30 09:34:40
719,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,13,72.07,936.91,2014-02-22 13:36:56
720,524021,Hegmann and Sons,MJ-21460,Shoes,14,36.6,512.4,2014-07-01 22:27:00
721,555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,14,38.93,545.02,2013-12-23 14:57:03
722,734922,Berge LLC,FK-71853,Shirt,7,51.72,362.04,2013-12-07 09:43:31
723,304860,Huel-Haag,FK-71853,Shirt,14,51.11,715.54,2013-12-18 06:44:56
724,555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,93.9,375.6,2013-11-16 08:42:24
725,995267,Cole-Eichmann,LW-86841,Shoes,15,17.68,265.2,2013-11-04 20:12:32
726,850140,Kunze Inc,FK-71853,Shirt,11,85.24,937.64,2014-07-15 19:12:33
727,995267,Cole-Eichmann,QN-82852,Belt,2,53.38,106.76,2014-09-12 09:29:52
728,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,12,39.64,475.68,2014-10-15 01:53:52
729,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,6,83.6,501.6,2013-11-27 21:04:11
730,304860,Huel-Haag,FK-71853,Shirt,8,74.64,597.12,2014-03-06 03:36:31
731,299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,13.67,246.06,2014-05-11 20:21:19
732,850140,Kunze Inc,LL-46261,Shoes,11,72.69,799.59,2013-10-23 15:54:16
733,750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,7,23.04,161.28,2014-09-01 01:15:01
734,676847,Hamill-Hackett,AS-93055,Shirt,3,50.86,152.58,2014-10-04 23:43:05
735,676847,Hamill-Hackett,MJ-21460,Shoes,6,17.46,104.76,2014-05-22 06:36:25
736,93356,Waters-Walker,QN-82852,Belt,11,44.93,494.23,2014-06-19 04:21:18
737,850140,Kunze Inc,LW-86841,Shoes,18,44.87,807.66,2014-07-12 18:59:33
738,750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,6,54.49,326.94,2014-04-14 11:01:03
739,995267,Cole-Eichmann,VG-32047,Shirt,9,41.58,374.22,2014-06-21 21:58:56
740,850140,Kunze Inc,LL-46261,Shoes,8,80.6,644.8,2013-12-05 20:18:00
741,524021,Hegmann and Sons,MJ-21460,Shoes,19,67.55,1283.45,2014-06-21 20:12:03
742,305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,5,16.32,81.6,2013-11-17 08:52:44
743,299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,15,21.39,320.85,2013-12-07 12:59:30
744,995267,Cole-Eichmann,QN-82852,Belt,19,99.9,1898.1,2014-04-23 22:30:58
745,758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,48.05,336.35,2014-02-04 09:34:00
746,758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,94.04,1692.72,2014-07-25 18:30:19
